===============================================================================
Id,USDDKK,len,datetime,open,high,low,close,volume,openinterest,USDPLN,len,datetime,open,high,low,close,volume,openinterest,TestStrategy,len,datetime,Broker,len,cash,value,BuySell,len,buy,sell,BuySell,len,buy,sell,DataTrades,len,USDDKK,USDPLN
2590,USDDKK,2589,2014-12-24 23:59:59.999989,6.11139,6.08719,6.11193,6.10043,0.0,,USDPLN,2590,2014-12-24 23:59:59.999989,3.5273,3.52203,3.56326,3.56037,0.0,,TestStrategy,2590,735591.9999999999,Broker,2590,100485.77170462158,100485.77170462158,BuySell,2590,,,BuySell,2590,,,DataTrades,2590,,
2591,USDDKK,2590,2014-12-26 23:59:59.999989,6.08813,6.08785,6.11337,6.09836,0.0,,USDPLN,2591,2014-12-26 23:59:59.999989,3.54412,3.54402,3.60831,3.5685,0.0,,TestStrategy,2591,735593.9999999999,Broker,2591,100485.77170462158,100485.77170462158,BuySell,2591,,,BuySell,2591,,,DataTrades,2591,,
2592,USDDKK,2591,2014-12-29 23:59:59.999989,6.09834,6.08732,6.13548,6.1314,0.0,,USDPLN,2592,2014-12-29 23:59:59.999989,3.56856,3.51457,3.5737,3.54058,0.0,,TestStrategy,2592,735596.9999999999,Broker,2592,100485.77170462158,100485.77170462158,BuySell,2592,,,BuySell,2592,,,DataTrades,2592,,
2593,USDDKK,2592,2014-12-30 23:59:59.999989,6.13141,6.10777,6.13828,6.12452,0.0,,USDPLN,2593,2014-12-30 23:59:59.999989,3.54048,3.50941,3.54959,3.51622,0.0,,TestStrategy,2593,735597.9999999999,Broker,2593,100485.77170462158,100485.77170462158,BuySell,2593,,,BuySell,2593,,,DataTrades,2593,,
2594,USDDKK,2593,2014-12-31 23:59:59.999989,6.12455,6.12279,6.15496,6.15239,0.0,,USDPLN,2594,2014-12-31 23:59:59.999989,3.5162,3.50194,3.5514,3.53736,0.0,,TestStrategy,2594,735598.9999999999,Broker,2594,100485.77170462158,100485.77170462158,BuySell,2594,,,BuySell,2594,,,DataTrades,2594,,
2595,USDDKK,2594,2015-01-02 23:59:59.999989,6.17632,6.16738,6.27377,6.23221,0.0,,USDPLN,2595,2015-01-02 23:59:59.999989,3.54979,3.54536,3.60848,3.59492,0.0,,TestStrategy,2595,735600.9999999999,Broker,2595,100485.77170462158,100485.77170462158,BuySell,2595,,,BuySell,2595,,,DataTrades,2595,,
2596,USDDKK,2595,2015-01-05 23:59:59.999989,6.23221,6.21371,6.25936,6.2266,0.0,,USDPLN,2596,2015-01-05 23:59:59.999989,3.59499,3.58808,3.61876,3.5933,0.0,,TestStrategy,2596,735603.9999999999,Broker,2596,100485.77170462158,100485.77170462158,BuySell,2596,,,BuySell,2596,,,DataTrades,2596,,
2597,USDDKK,2596,2015-01-06 23:59:59.999989,6.22659,6.21655,6.27888,6.26547,0.0,,USDPLN,2597,2015-01-06 23:59:59.999989,3.5932,3.58302,3.6392,3.63341,0.0,,TestStrategy,2597,735604.9999999999,Broker,2597,100485.77170462158,100485.77170462158,BuySell,2597,,,BuySell,2597,,,DataTrades,2597,,
2598,USDDKK,2597,2015-01-07 23:59:59.999989,6.26552,6.25432,6.30429,6.29336,0.0,,USDPLN,2598,2015-01-07 23:59:59.999989,3.63339,3.61665,3.64818,3.6302,0.0,,TestStrategy,2598,735605.9999999999,Broker,2598,100485.77170462158,100485.77170462158,BuySell,2598,,,BuySell,2598,,,DataTrades,2598,,
2599,USDDKK,2598,2015-01-08 23:59:59.999989,6.29336,6.29097,6.32897,6.30105,0.0,,USDPLN,2599,2015-01-08 23:59:59.999989,3.6303,3.61808,3.65339,3.62582,0.0,,TestStrategy,2599,735606.9999999999,Broker,2599,100485.77170462158,100485.77170462158,BuySell,2599,,,BuySell,2599,,,DataTrades,2599,,
2600,USDDKK,2599,2015-01-09 23:59:59.999989,6.30102,6.26656,6.32415,6.27565,0.0,,USDPLN,2600,2015-01-09 23:59:59.999989,3.62574,3.58763,3.6342,3.59966,0.0,,TestStrategy,2600,735607.9999999999,Broker,2600,100485.77170462158,100485.77170462158,BuySell,2600,,,BuySell,2600,,,DataTrades,2600,,
2601,USDDKK,2600,2015-01-12 23:59:59.999989,6.27564,6.26618,6.31127,6.28474,0.0,,USDPLN,2601,2015-01-12 23:59:59.999989,3.59973,3.59071,3.62768,3.61011,0.0,,TestStrategy,2601,735610.9999999999,Broker,2601,100485.77170462158,100485.77170462158,BuySell,2601,,,BuySell,2601,,,DataTrades,2601,,
2602,USDDKK,2601,2015-01-13 23:59:59.999989,6.28475,6.27682,6.32932,6.31009,0.0,,USDPLN,2602,2015-01-13 23:59:59.999989,3.61019,3.61,3.6457,3.63063,0.0,,TestStrategy,2602,735611.9999999999,Broker,2602,100485.77170462158,100485.77170462158,BuySell,2602,,,BuySell,2602,,,DataTrades,2602,,
2603,USDDKK,2602,2015-01-14 23:59:59.999989,6.31011,6.27848,6.3423,6.31742,0.0,,USDPLN,2603,2015-01-14 23:59:59.999989,3.63072,3.60243,3.66019,3.61271,0.0,,TestStrategy,2603,735612.9999999999,Broker,2603,100485.77170462158,100485.77170462158,BuySell,2603,,,BuySell,2603,,,DataTrades,2603,,
2604,USDDKK,2603,2015-01-15 23:59:59.999989,6.31742,6.31059,6.4262,6.38964,0.0,,USDPLN,2604,2015-01-15 23:59:59.999989,3.61273,3.60748,3.72478,3.7099,0.0,,TestStrategy,2604,735613.9999999999,Broker,2604,100485.77170462158,100485.77170462158,BuySell,2604,,,BuySell,2604,,,DataTrades,2604,,
2605,USDDKK,2604,2015-01-16 23:59:59.999989,6.38966,6.38174,6.48528,6.42959,0.0,,USDPLN,2605,2015-01-16 23:59:59.999989,3.70981,3.69476,3.7628,3.7306,0.0,,TestStrategy,2605,735614.9999999999,Broker,2605,100485.77170462158,100485.77170462158,BuySell,2605,,,BuySell,2605,,,DataTrades,2605,,
2606,USDDKK,2605,2015-01-19 23:59:59.999989,6.42957,6.38659,6.43551,6.41876,0.0,,USDPLN,2606,2015-01-19 23:59:59.999989,3.7305,3.70955,3.7448,3.73861,0.0,,TestStrategy,2606,735617.9999999999,Broker,2606,100485.77170462158,100485.77170462158,BuySell,2606,,,BuySell,2606,,,DataTrades,2606,,
2607,USDDKK,2606,2015-01-20 23:59:59.999989,6.41877,6.39957,6.44106,6.42677,0.0,,USDPLN,2607,2015-01-20 23:59:59.999989,3.73863,3.72369,3.7531,3.74351,0.0,,TestStrategy,2607,735618.9999999999,Broker,2607,100485.77170462158,100485.77170462158,BuySell,2607,,,BuySell,2607,,,DataTrades,2607,,
2608,USDDKK,2607,2015-01-21 23:59:59.999989,6.42676,6.36487,6.43892,6.40986,0.0,,USDPLN,2608,2015-01-21 23:59:59.999989,3.7435,3.68588,3.74486,3.7042,0.0,,TestStrategy,2608,735619.9999999999,Broker,2608,100485.77170462158,100485.77170462158,BuySell,2608,,,BuySell,2608,,,DataTrades,2608,,
2609,USDDKK,2608,2015-01-22 23:59:59.999989,6.40986,6.38624,6.57624,6.56093,0.0,,USDPLN,2609,2015-01-22 23:59:59.999989,3.7041,3.68349,3.7549,3.74544,0.0,,TestStrategy,2609,735620.9999999999,Broker,2609,100485.77170462158,100485.77170462158,BuySell,2609,,,BuySell,2609,,,DataTrades,2609,,
2610,USDDKK,2609,2015-01-23 23:59:59.999989,6.5609,6.55411,6.70556,6.66125,0.0,,USDPLN,2610,2015-01-23 23:59:59.999989,3.74538,3.72175,3.79657,3.76415,0.0,,TestStrategy,2610,735621.9999999999,Broker,2610,100485.77170462158,100485.77170462158,BuySell,2610,,,BuySell,2610,,,DataTrades,2610,,
2611,USDDKK,2610,2015-01-26 23:59:59.999989,6.66115,6.59525,6.66125,6.62366,0.0,,USDPLN,2611,2015-01-26 23:59:59.999989,3.76417,3.72624,3.76901,3.7467,0.0,,TestStrategy,2611,735624.9999999999,Broker,2611,100485.77170462158,100485.77170462158,BuySell,2611,,,BuySell,2611,,,DataTrades,2611,,
2612,USDDKK,2611,2015-01-27 23:59:59.999989,6.62367,6.51673,6.63443,6.56478,0.0,,USDPLN,2612,2015-01-27 23:59:59.999989,3.74675,3.70859,3.7544,3.7325,0.0,,TestStrategy,2612,735625.9999999999,Broker,2612,100485.77170462158,100485.77170462158,BuySell,2612,,,BuySell,2612,,,DataTrades,2612,,
2613,USDDKK,2612,2015-01-28 23:59:59.999989,6.56478,6.53807,6.60817,6.60586,0.0,,USDPLN,2613,2015-01-28 23:59:59.999989,3.7325,3.71035,3.7663,3.7635,0.0,,TestStrategy,2613,735626.9999999999,Broker,2613,100485.77170462158,100485.77170462158,BuySell,2613,,,BuySell,2613,,,DataTrades,2613,,
2614,USDDKK,2613,2015-01-29 23:59:59.999989,6.60586,6.54764,6.61011,6.56965,0.0,,USDPLN,2614,2015-01-29 23:59:59.999989,3.7635,3.69818,3.76933,3.7162,0.0,,TestStrategy,2614,735627.9999999999,Broker,2614,100485.77170462158,100485.77170462158,BuySell,2614,,,BuySell,2614,,,DataTrades,2614,,
2615,USDDKK,2614,2015-01-30 23:59:59.999989,6.56965,6.55025,6.5994,6.58191,0.0,,USDPLN,2615,2015-01-30 23:59:59.999989,3.71624,3.69063,3.72825,3.69604,0.0,,TestStrategy,2615,735628.9999999999,Broker,2615,100485.77170462158,100485.77170462158,BuySell,2615,,,BuySell,2615,,,DataTrades,2615,,
2616,USDDKK,2615,2015-02-02 23:59:59.999989,6.58181,6.55097,6.59153,6.56823,0.0,,USDPLN,2616,2015-02-02 23:59:59.999989,3.69556,3.67181,3.70141,3.69399,0.0,,TestStrategy,2616,735631.9999999999,Broker,2616,100485.77170462158,100485.77170462158,BuySell,2616,,,BuySell,2616,,,DataTrades,2616,,
2617,USDDKK,2616,2015-02-03 23:59:59.999989,6.56821,6.4532,6.57987,6.48798,0.0,,USDPLN,2617,2015-02-03 23:59:59.999989,3.69393,3.61535,3.7001,3.63229,0.0,,TestStrategy,2617,735632.9999999999,Broker,2617,100485.77170462158,100485.77170462158,BuySell,2617,,,BuySell,2617,,,DataTrades,2617,,
2618,USDDKK,2617,2015-02-04 23:59:59.999989,6.48803,6.48082,6.58443,6.55589,0.0,,USDPLN,2618,2015-02-04 23:59:59.999989,3.63233,3.62782,3.67972,3.666,0.0,,TestStrategy,2618,735633.9999999999,Broker,2618,100485.77170462158,100485.77170462158,BuySell,2618,,,BuySell,2618,,,DataTrades,2618,,
2619,USDDKK,2618,2015-02-05 23:59:59.999989,6.55591,6.47254,6.5684,6.48901,0.0,,USDPLN,2619,2015-02-05 23:59:59.999989,3.666,3.61985,3.6782,3.6285,0.0,,TestStrategy,2619,735634.9999999999,Broker,2619,100485.77170462158,100485.77170462158,BuySell,2619,,,BuySell,2619,,,DataTrades,2619,,
2620,USDDKK,2619,2015-02-06 23:59:59.999989,6.48896,6.4871,6.58745,6.56613,0.0,,USDPLN,2620,2015-02-06 23:59:59.999989,3.6286,3.62434,3.68208,3.66781,0.0,,TestStrategy,2620,735635.9999999999,Broker,2620,100485.77170462158,100485.77170462158,BuySell,2620,,,BuySell,2620,,,DataTrades,2620,,
2621,USDDKK,2620,2015-02-09 23:59:59.999989,6.56612,6.55271,6.6047,6.56824,0.0,,USDPLN,2621,2015-02-09 23:59:59.999989,3.66779,3.66012,3.71442,3.6901,0.0,,TestStrategy,2621,735638.9999999999,Broker,2621,100485.77170462158,100485.77170462158,BuySell,2621,,,BuySell,2621,,,DataTrades,2621,,
2622,USDDKK,2621,2015-02-10 23:59:59.999989,6.56824,6.56222,6.60264,6.57519,0.0,,USDPLN,2622,2015-02-10 23:59:59.999989,3.6902,3.686,3.72716,3.7049,0.0,,TestStrategy,2622,735639.9999999999,Broker,2622,100485.77170462158,100485.77170462158,BuySell,2622,,,BuySell,2622,,,DataTrades,2622,,
2623,USDDKK,2622,2015-02-11 23:59:59.999989,6.57527,6.55457,6.5983,6.57985,0.0,,USDPLN,2623,2015-02-11 23:59:59.999989,3.7051,3.69958,3.7397,3.71255,0.0,,TestStrategy,2623,735640.9999999999,Broker,2623,100485.77170462158,100485.77170462158,BuySell,2623,,,BuySell,2623,,,DataTrades,2623,,
2624,USDDKK,2623,2015-02-12 23:59:59.999989,6.57984,6.50906,6.58153,6.51245,0.0,,USDPLN,2624,2015-02-12 23:59:59.999989,3.71255,3.64014,3.7214,3.64264,0.0,,TestStrategy,2624,735641.9999999999,Broker,2624,100485.77170462158,100485.77170462158,BuySell,2624,,,BuySell,2624,,,DataTrades,2624,,
2625,USDDKK,2624,2015-02-13 23:59:59.999989,6.51242,6.50471,6.54086,6.51979,0.0,,USDPLN,2625,2015-02-13 23:59:59.999989,3.64265,3.63902,3.67439,3.65465,0.0,,TestStrategy,2625,735642.9999999999,Broker,2625,100485.77170462158,100485.77170462158,BuySell,2625,,,BuySell,2625,,,DataTrades,2625,,
2626,USDDKK,2625,2015-02-16 23:59:59.999989,6.51989,6.37867,6.57553,6.55169,0.0,,USDPLN,2626,2015-02-16 23:59:59.999989,3.65468,3.6524,3.6922,3.67564,0.0,,TestStrategy,2626,735645.9999999999,Broker,2626,100485.77170462158,100485.77170462158,BuySell,2626,,,BuySell,2626,,,DataTrades,2626,,
2627,USDDKK,2626,2015-02-17 23:59:59.999989,6.55172,6.50127,6.56632,6.52735,0.0,,USDPLN,2627,2015-02-17 23:59:59.999989,3.67559,3.6551,3.69357,3.6725,0.0,,TestStrategy,2627,735646.9999999999,Broker,2627,100485.77170462158,100485.77170462158,BuySell,2627,,,BuySell,2627,,,DataTrades,2627,,
2628,USDDKK,2627,2015-02-18 23:59:59.999989,6.52736,6.51576,6.56867,6.52094,0.0,,USDPLN,2628,2015-02-18 23:59:59.999989,3.6725,3.66002,3.6962,3.66331,0.0,,TestStrategy,2628,735647.9999999999,Broker,2628,100485.77170462158,100485.77170462158,BuySell,2628,,,BuySell,2628,,,DataTrades,2628,,
2629,USDDKK,2628,2015-02-19 23:59:59.999989,6.52103,6.50037,6.55498,6.55089,0.0,,USDPLN,2629,2015-02-19 23:59:59.999989,3.66353,3.6468,3.67388,3.6674,0.0,,TestStrategy,2629,735648.9999999999,Broker,2629,100485.77170462158,100485.77170462158,BuySell,2629,,,BuySell,2629,,,DataTrades,2629,,
2630,USDDKK,2629,2015-02-20 23:59:59.999989,6.55085,6.5215,6.6152,6.556,0.0,,USDPLN,2630,2015-02-20 23:59:59.999989,3.6674,3.64624,3.70595,3.6589,0.0,,TestStrategy,2630,735649.9999999999,Broker,2630,100485.77170462158,100485.77170462158,BuySell,2630,,,BuySell,2630,,,DataTrades,2630,,
2631,USDDKK,2630,2015-02-23 23:59:59.999989,6.55598,6.55256,6.60634,6.57564,0.0,,USDPLN,2631,2015-02-23 23:59:59.999989,3.6589,3.6589,3.69535,3.6837,0.0,,TestStrategy,2631,735652.9999999999,Broker,2631,100485.77170462158,100485.77170462158,BuySell,2631,,,BuySell,2631,,,DataTrades,2631,,
2632,USDDKK,2631,2015-02-24 23:59:59.999989,6.57562,6.56755,6.6077,6.57543,0.0,,USDPLN,2632,2015-02-24 23:59:59.999989,3.68372,3.65408,3.69609,3.6639,0.0,,TestStrategy,2632,735653.9999999999,Broker,2632,100485.77170462158,100485.77170462158,BuySell,2632,,,BuySell,2632,,,DataTrades,2632,,
2633,USDDKK,2632,2015-02-25 23:59:59.999989,6.57545,6.55097,6.58553,6.56658,0.0,,USDPLN,2633,2015-02-25 23:59:59.999989,3.6639,3.64905,3.6713,3.65493,0.0,,TestStrategy,2633,735654.9999999999,Broker,2633,100485.77170462158,100485.77170462158,BuySell,2633,,,BuySell,2633,,,DataTrades,2633,,
2634,USDDKK,2633,2015-02-26 23:59:59.999989,6.56645,6.56215,6.67452,6.65457,0.0,,USDPLN,2634,2015-02-26 23:59:59.999989,3.65499,3.64959,3.7071,3.6964,0.0,,TestStrategy,2634,735655.9999999999,Broker,2634,100485.77170462158,100485.77170462158,BuySell,2634,,,BuySell,2634,,,DataTrades,2634,,
2635,USDDKK,2634,2015-02-27 23:59:59.999989,6.65454,6.63623,6.68523,6.67214,0.0,,USDPLN,2635,2015-02-27 23:59:59.999989,3.6964,3.68884,3.7139,3.70634,0.0,,TestStrategy,2635,735656.9999999999,Broker,2635,100485.77170462158,100485.77170462158,BuySell,2635,,,BuySell,2635,,,DataTrades,2635,,
2636,USDDKK,2635,2015-03-02 23:59:59.999989,6.67217,6.63752,6.68311,6.65255,0.0,,USDPLN,2636,2015-03-02 23:59:59.999989,3.70639,3.69693,3.71906,3.71,0.0,,TestStrategy,2636,735659.9999999999,Broker,2636,100485.77170462158,100485.77170462158,BuySell,2636,,,BuySell,2636,,,DataTrades,2636,,
2637,USDDKK,2636,2015-03-03 23:59:59.999989,6.65245,6.64258,6.68109,6.67301,0.0,,USDPLN,2637,2015-03-03 23:59:59.999989,3.71,3.70382,3.7299,3.7289,0.0,,TestStrategy,2637,735660.9999999999,Broker,2637,100485.77170462158,100485.77170462158,BuySell,2637,,,BuySell,2637,,,DataTrades,2637,,
2638,USDDKK,2637,2015-03-04 23:59:59.999989,6.67304,6.66719,6.74119,6.73888,0.0,,USDPLN,2638,2015-03-04 23:59:59.999989,3.72904,3.72859,3.76529,3.7476,0.0,,TestStrategy,2638,735661.9999999999,Broker,2638,100485.77170462158,100485.77170462158,BuySell,2638,,,BuySell,2638,,,DataTrades,2638,,
2639,USDDKK,2638,2015-03-05 23:59:59.999989,6.73882,6.70579,6.78279,6.75926,0.0,,USDPLN,2639,2015-03-05 23:59:59.999989,3.7476,3.72399,3.76956,3.75355,0.0,,TestStrategy,2639,735662.9999999999,Broker,2639,100485.77170462158,100485.77170462158,BuySell,2639,,,BuySell,2639,,,DataTrades,2639,,
2640,USDDKK,2639,2015-03-06 23:59:59.999989,6.75927,6.75849,6.88093,6.86996,0.0,,USDPLN,2640,2015-03-06 23:59:59.999989,3.75347,3.73798,3.81311,3.80927,0.0,,TestStrategy,2640,735663.9999999999,Broker,2640,100485.77170462158,100485.77170462158,BuySell,2640,,,BuySell,2640,,,DataTrades,2640,,
2641,USDDKK,2640,2015-03-09 23:59:59.999989,6.87003,6.83177,6.90766,6.89934,0.0,,USDPLN,2641,2015-03-09 23:59:59.999989,3.8093,3.77913,3.81506,3.8107,0.0,,TestStrategy,2641,735666.9999999999,Broker,2641,100485.77170462158,100485.77170462158,BuySell,2641,,,BuySell,2641,,,DataTrades,2641,,
2642,USDDKK,2641,2015-03-10 23:59:59.999989,6.89934,6.88339,6.9816,6.97411,0.0,,USDPLN,2642,2015-03-10 23:59:59.999989,3.81056,3.80676,3.89627,3.89113,0.0,,TestStrategy,2642,735667.9999999999,Broker,2642,100485.77170462158,100485.77170462158,BuySell,2642,,,BuySell,2642,,,DataTrades,2642,,
2643,USDDKK,2642,2015-03-11 23:59:59.999989,6.97416,6.96491,7.10188,7.10047,0.0,,USDPLN,2643,2015-03-11 23:59:59.999989,3.89107,3.8823,3.92573,3.92502,0.0,,TestStrategy,2643,735668.9999999999,Broker,2643,100485.77170462158,100485.77170462158,BuySell,2643,,,BuySell,2643,,,DataTrades,2643,,
2644,USDDKK,2643,2015-03-12 23:59:59.999989,7.10042,6.98091,7.10042,7.0252,0.0,,USDPLN,2644,2015-03-12 23:59:59.999989,3.92506,3.87209,3.92506,3.90408,0.0,,TestStrategy,2644,735669.9999999999,Broker,2644,100485.77170462158,100485.77170462158,BuySell,2644,,,BuySell,2644,,,DataTrades,2644,,
2645,USDDKK,2644,2015-03-13 23:59:59.999989,7.02522,7.01016,7.12702,7.08785,0.0,,USDPLN,2645,2015-03-13 23:59:59.999989,3.9041,3.9017,3.96647,3.94259,0.0,,TestStrategy,2645,735670.9999999999,Broker,2645,100485.77170462158,100485.77170462158,BuySell,2645,,,BuySell,2645,,,DataTrades,2645,,
2646,USDDKK,2645,2015-03-16 23:59:59.999989,7.08789,7.0277,7.10271,7.06505,0.0,,USDPLN,2646,2015-03-16 23:59:59.999989,3.9426,3.88396,3.9493,3.904,0.0,,TestStrategy,2646,735673.9999999999,Broker,2646,100485.77170462158,100485.77170462158,BuySell,2646,,,BuySell,2646,,,DataTrades,2646,,
2647,USDDKK,2646,2015-03-17 23:59:59.999989,7.06505,7.00384,7.07253,7.03172,0.0,,USDPLN,2647,2015-03-17 23:59:59.999989,3.904,3.88998,3.9169,3.90032,0.0,,TestStrategy,2647,735674.9999999999,Broker,2647,100485.77170462158,100485.77170462158,BuySell,2647,,,BuySell,2647,,,DataTrades,2647,,
2648,USDDKK,2647,2015-03-18 23:59:59.999989,7.03182,6.77286,7.04935,6.9222,0.0,,USDPLN,2648,2015-03-18 23:59:59.999989,3.90034,3.72806,3.9177,3.83986,0.0,,TestStrategy,2648,735675.9999999999,Broker,2648,100485.77170462158,100485.77170462158,BuySell,2648,,,BuySell,2648,,,DataTrades,2648,,
2649,USDDKK,2648,2015-03-19 23:59:59.999989,6.92232,6.90505,7.01934,6.97155,0.0,,USDPLN,2649,2015-03-19 23:59:59.999989,3.83994,3.83131,3.88853,3.8579,0.0,,TestStrategy,2649,735676.9999999999,Broker,2649,100485.77170462158,100485.77170462158,BuySell,2649,,,BuySell,2649,,,DataTrades,2649,,
2650,USDDKK,2649,2015-03-20 23:59:59.999989,6.97151,6.84905,6.99007,6.89703,0.0,,USDPLN,2650,2015-03-20 23:59:59.999989,3.8579,3.79511,3.8703,3.82191,0.0,,TestStrategy,2650,735677.9999999999,Broker,2650,100485.77170462158,100485.77170462158,BuySell,2650,,,BuySell,2650,,,DataTrades,2650,,
2651,USDDKK,2650,2015-03-23 23:59:59.999989,6.89701,6.796,6.92349,6.83746,0.0,,USDPLN,2651,2015-03-23 23:59:59.999989,3.82185,3.74111,3.8418,3.76486,0.0,,TestStrategy,2651,735680.9999999999,Broker,2651,100485.77170462158,100485.77170462158,BuySell,2651,,,BuySell,2651,,,DataTrades,2651,,
2652,USDDKK,2651,2015-03-24 23:59:59.999989,6.83748,6.76284,6.84921,6.82381,0.0,,USDPLN,2652,2015-03-24 23:59:59.999989,3.76493,3.72997,3.77123,3.74082,0.0,,TestStrategy,2652,735681.9999999999,Broker,2652,100485.77170462158,100485.77170462158,BuySell,2652,,,BuySell,2652,,,DataTrades,2652,,
2653,USDDKK,2652,2015-03-25 23:59:59.999989,6.82383,6.77997,6.84137,6.80472,0.0,,USDPLN,2653,2015-03-25 23:59:59.999989,3.7409,3.70691,3.75377,3.71904,0.0,,TestStrategy,2653,735682.9999999999,Broker,2653,100485.77170462158,100485.77170462158,BuySell,2653,,,BuySell,2653,,,DataTrades,2653,,
2654,USDDKK,2653,2015-03-26 23:59:59.999989,6.80473,6.75636,6.87865,6.86324,0.0,,USDPLN,2654,2015-03-26 23:59:59.999989,3.71901,3.69578,3.7612,3.7525,0.0,,TestStrategy,2654,735683.9999999999,Broker,2654,100485.77170462158,100485.77170462158,BuySell,2654,,,BuySell,2654,,,DataTrades,2654,,
2655,USDDKK,2654,2015-03-27 23:59:59.999989,6.86326,6.8203,6.91316,6.87229,0.0,,USDPLN,2655,2015-03-27 23:59:59.999989,3.7525,3.74465,3.79133,3.7728,0.0,,TestStrategy,2655,735684.9999999999,Broker,2655,100485.77170462158,100485.77170462158,BuySell,2655,,,BuySell,2655,,,DataTrades,2655,,
2656,USDDKK,2655,2015-03-30 23:59:59.999989,6.87225,6.86281,6.9132,6.91273,0.0,,USDPLN,2656,2015-03-30 23:59:59.999989,3.7728,3.76187,3.78331,3.78246,0.0,,TestStrategy,2656,735687.9999999999,Broker,2656,100485.77170462158,100485.77170462158,BuySell,2656,,,BuySell,2656,,,DataTrades,2656,,
2657,USDDKK,2656,2015-03-31 23:59:59.999989,6.91279,6.91273,6.97171,6.92935,0.0,,USDPLN,2657,2015-03-31 23:59:59.999989,3.78249,3.77197,3.81408,3.7731,0.0,,TestStrategy,2657,735688.9999999999,Broker,2657,100485.77170462158,100485.77170462158,BuySell,2657,,,BuySell,2657,,,DataTrades,2657,,
2658,USDDKK,2657,2015-04-01 23:59:59.999989,6.92935,6.91653,6.96864,6.93723,0.0,,USDPLN,2658,2015-04-01 23:59:59.999989,3.773,3.74463,3.79436,3.7671,0.0,,TestStrategy,2658,735689.9999999999,Broker,2658,100485.77170462158,100485.77170462158,BuySell,2658,,,BuySell,2658,,,DataTrades,2658,,
2659,USDDKK,2658,2015-04-02 23:59:59.999989,6.9371,6.85019,6.93807,6.87318,0.0,,USDPLN,2659,2015-04-02 23:59:59.999989,3.76709,3.72855,3.76794,3.7408,0.0,,TestStrategy,2659,735690.9999999999,Broker,2659,100485.77170462158,100485.77170462158,BuySell,2659,,,BuySell,2659,,,DataTrades,2659,,
2660,USDDKK,2659,2015-04-03 23:59:59.999989,6.87318,6.77683,6.87618,6.80253,0.0,,USDPLN,2660,2015-04-03 23:59:59.999989,3.7416,3.6775,3.7483,3.69175,0.0,,TestStrategy,2660,735691.9999999999,Broker,2660,100485.77170462158,100485.77170462158,BuySell,2660,,,BuySell,2660,,,DataTrades,2660,,
2661,USDDKK,2660,2015-04-06 23:59:59.999989,6.80251,6.77081,6.84963,6.831,0.0,,USDPLN,2661,2015-04-06 23:59:59.999989,3.6917,3.67671,3.73399,3.72544,0.0,,TestStrategy,2661,735694.9999999999,Broker,2661,100485.77170462158,100485.77170462158,BuySell,2661,,,BuySell,2661,,,DataTrades,2661,,
2662,USDDKK,2661,2015-04-07 23:59:59.999989,6.83097,6.82559,6.91665,6.89191,0.0,,USDPLN,2662,2015-04-07 23:59:59.999989,3.72543,3.7107,3.7463,3.72692,0.0,,TestStrategy,2662,735695.9999999999,Broker,2662,100485.77170462158,100485.77170462158,BuySell,2662,,,BuySell,2662,,,DataTrades,2662,,
2663,USDDKK,2662,2015-04-08 23:59:59.999989,6.89194,6.86198,6.94485,6.93155,0.0,,USDPLN,2663,2015-04-08 23:59:59.999989,3.727,3.68982,3.7283,3.7131,0.0,,TestStrategy,2663,735696.9999999999,Broker,2663,100485.77170462158,100485.77170462158,BuySell,2663,,,BuySell,2663,,,DataTrades,2663,,
2664,USDDKK,2663,2015-04-09 23:59:59.999989,6.93155,6.92676,7.02309,6.99688,0.0,,USDPLN,2664,2015-04-09 23:59:59.999989,3.7132,3.71043,3.78178,3.7671,0.0,,TestStrategy,2664,735697.9999999999,Broker,2664,100485.77170462158,100485.77170462158,BuySell,2664,,,BuySell,2664,,,DataTrades,2664,,
2665,USDDKK,2664,2015-04-10 23:59:59.999989,6.99695,6.99315,7.06948,7.05115,0.0,,USDPLN,2665,2015-04-10 23:59:59.999989,3.7671,3.76609,3.80307,3.7909,0.0,,TestStrategy,2665,735698.9999999999,Broker,2665,100485.77170462158,100485.77170462158,BuySell,2665,,,BuySell,2665,,,DataTrades,2665,,
2666,USDDKK,2665,2015-04-13 23:59:59.999989,7.05124,7.03677,7.10106,7.07222,0.0,,USDPLN,2666,2015-04-13 23:59:59.999989,3.791,3.77761,3.81981,3.78951,0.0,,TestStrategy,2666,735701.9999999999,Broker,2666,100485.77170462158,100485.77170462158,BuySell,2666,,,BuySell,2666,,,DataTrades,2666,,
2667,USDDKK,2666,2015-04-14 23:59:59.999989,7.07228,6.97508,7.09368,7.02877,0.0,,USDPLN,2667,2015-04-14 23:59:59.999989,3.7897,3.74774,3.8033,3.7769,0.0,,TestStrategy,2667,735702.9999999999,Broker,2667,100485.77170462158,100485.77170462158,BuySell,2667,,,BuySell,2667,,,DataTrades,2667,,
2668,USDDKK,2667,2015-04-15 23:59:59.999989,7.02882,6.9473,7.06357,6.97995,0.0,,USDPLN,2668,2015-04-15 23:59:59.999989,3.7768,3.73636,3.79874,3.75486,0.0,,TestStrategy,2668,735703.9999999999,Broker,2668,100485.77170462158,100485.77170462158,BuySell,2668,,,BuySell,2668,,,DataTrades,2668,,
