===============================================================================
Id,USDDKK,len,datetime,open,high,low,close,volume,openinterest,USDPLN,len,datetime,open,high,low,close,volume,openinterest,TestStrategy,len,datetime,Broker,len,cash,value,BuySell,len,buy,sell,BuySell,len,buy,sell,DataTrades,len,USDDKK,USDPLN
1063,USDDKK,1062,2009-02-06 23:59:59.999989,5.82585,5.73206,5.8433,5.75029,0.0,,USDPLN,1063,2009-02-06 23:59:59.999989,3.59042,3.4715,3.61338,3.4856,0.0,,TestStrategy,1063,733444.9999999999,Broker,1063,100176.0478548235,100176.0478548235,BuySell,1063,,,BuySell,1063,,,DataTrades,1063,,
1064,USDDKK,1063,2009-02-09 23:59:59.999989,5.7503,5.69109,5.81659,5.81117,0.0,,USDPLN,1064,2009-02-09 23:59:59.999989,3.48565,3.37861,3.55625,3.46728,0.0,,TestStrategy,1064,733447.9999999999,Broker,1064,100176.0478548235,100176.0478548235,BuySell,1064,,,BuySell,1064,,,DataTrades,1064,,
1065,USDDKK,1064,2009-02-10 23:59:59.999989,5.81139,5.69885,5.81275,5.78007,0.0,,USDPLN,1065,2009-02-10 23:59:59.999989,3.46741,3.40081,3.5449,3.52604,0.0,,TestStrategy,1065,733448.9999999999,Broker,1065,100176.0478548235,100176.0478548235,BuySell,1065,,,BuySell,1065,,,DataTrades,1065,,
1066,USDDKK,1065,2009-02-11 23:59:59.999989,5.78012,5.73289,5.8058,5.77145,0.0,,USDPLN,1066,2009-02-11 23:59:59.999989,3.52606,3.47955,3.56245,3.51105,0.0,,TestStrategy,1066,733449.9999999999,Broker,1066,100176.0478548235,100176.0478548235,BuySell,1066,,,BuySell,1066,,,DataTrades,1066,,
1067,USDDKK,1066,2009-02-12 23:59:59.999989,5.77145,5.75688,5.85744,5.76387,0.0,,USDPLN,1067,2009-02-12 23:59:59.999989,3.51105,3.50246,3.65786,3.56816,0.0,,TestStrategy,1067,733450.9999999999,Broker,1067,100176.0478548235,100176.0478548235,BuySell,1067,,,BuySell,1067,,,DataTrades,1067,,
1068,USDDKK,1067,2009-02-13 23:59:59.999989,5.7641,5.75902,5.84319,5.83783,0.0,,USDPLN,1068,2009-02-13 23:59:59.999989,3.5683,3.54345,3.63145,3.62185,0.0,,TestStrategy,1068,733451.9999999999,Broker,1068,100176.0478548235,100176.0478548235,BuySell,1068,,,BuySell,1068,,,DataTrades,1068,,
1069,USDDKK,1068,2009-02-16 23:59:59.999989,5.8376,5.80974,5.89775,5.891,0.0,,USDPLN,1069,2009-02-16 23:59:59.999989,3.62178,3.62164,3.82328,3.8178,0.0,,TestStrategy,1069,733454.9999999999,Broker,1069,99570.78215630777,100087.60867894224,BuySell,1069,5.8092837500000005,,BuySell,1069,,3.6759646,DataTrades,1069,,
1070,USDDKK,1069,2009-02-17 23:59:59.999989,5.891,5.87944,5.93258,5.9165,0.0,,USDPLN,1070,2009-02-17 23:59:59.999989,3.8181,3.81447,3.91177,3.89664,0.0,,TestStrategy,1070,733455.9999999999,Broker,1070,99570.78215630777,100053.89490168833,BuySell,1070,,,BuySell,1070,,,DataTrades,1070,,
1071,USDDKK,1070,2009-02-18 23:59:59.999989,5.91626,5.89466,5.95389,5.92128,0.0,,USDPLN,1071,2009-02-18 23:59:59.999989,3.89649,3.77535,3.91321,3.79158,0.0,,TestStrategy,1071,733456.9999999999,Broker,1071,99570.78215630777,100116.71380298106,BuySell,1071,,,BuySell,1071,,,DataTrades,1071,,
1072,USDDKK,1071,2009-02-19 23:59:59.999989,5.9213,5.83757,5.92741,5.91363,0.0,,USDPLN,1072,2009-02-19 23:59:59.999989,3.79173,3.63949,3.79531,3.78334,0.0,,TestStrategy,1072,733457.9999999999,Broker,1072,99570.78215630777,100117.9362809619,BuySell,1072,,,BuySell,1072,,,DataTrades,1072,,
1073,USDDKK,1072,2009-02-20 23:59:59.999989,5.91386,5.7534,5.93028,5.7722,0.0,,USDPLN,1073,2009-02-20 23:59:59.999989,3.78349,3.63085,3.8383,3.64235,0.0,,TestStrategy,1073,733458.9999999999,Broker,1073,99570.78215630777,100133.99012201866,BuySell,1073,,,BuySell,1073,,,DataTrades,1073,,
1074,USDDKK,1073,2009-02-23 23:59:59.999989,5.7722,5.73354,5.883,5.85372,0.0,,USDPLN,1074,2009-02-23 23:59:59.999989,3.64235,3.55868,3.68053,3.66026,0.0,,TestStrategy,1074,733461.9999999999,Broker,1074,99570.78215630777,100161.28895696545,BuySell,1074,,,BuySell,1074,,,DataTrades,1074,,
1075,USDDKK,1074,2009-02-24 23:59:59.999989,5.85372,5.78453,5.86452,5.8056,0.0,,USDPLN,1075,2009-02-24 23:59:59.999989,3.66026,3.56601,3.69355,3.5963,0.0,,TestStrategy,1075,733462.9999999999,Broker,1075,99570.78215630777,100175.97605059812,BuySell,1075,,,BuySell,1075,,,DataTrades,1075,,
1076,USDDKK,1075,2009-02-25 23:59:59.999989,5.80583,5.77418,5.86936,5.8491,0.0,,USDPLN,1076,2009-02-25 23:59:59.999989,3.59615,3.5407,3.72205,3.68336,0.0,,TestStrategy,1076,733463.9999999999,Broker,1076,99570.78215630777,100145.82915182605,BuySell,1076,,,BuySell,1076,,,DataTrades,1076,,
1077,USDDKK,1076,2009-02-26 23:59:59.999989,5.8491,5.81431,5.87358,5.84982,0.0,,USDPLN,1077,2009-02-26 23:59:59.999989,3.68355,3.65133,3.73756,3.71552,0.0,,TestStrategy,1077,733464.9999999999,Broker,1077,99570.78215630777,100127.60743202282,BuySell,1077,,,BuySell,1077,,,DataTrades,1077,,
1078,USDDKK,1077,2009-02-27 23:59:59.999989,5.85019,5.84185,5.93155,5.92065,0.0,,USDPLN,1078,2009-02-27 23:59:59.999989,3.71561,3.62394,3.75014,3.7419,0.0,,TestStrategy,1078,733465.9999999999,Broker,1078,99570.78215630777,100145.08489403439,BuySell,1078,,,BuySell,1078,,,DataTrades,1078,,
1079,USDDKK,1078,2009-03-02 23:59:59.999989,5.92091,5.89622,5.94251,5.9065,0.0,,USDPLN,1079,2009-03-02 23:59:59.999989,3.7419,3.72289,3.8057,3.76065,0.0,,TestStrategy,1079,733468.9999999999,Broker,1079,99570.78215630777,100127.73545180645,BuySell,1079,,,BuySell,1079,,,DataTrades,1079,,
1080,USDDKK,1079,2009-03-03 23:59:59.999989,5.90673,5.8766,5.98046,5.96639,0.0,,USDPLN,1080,2009-03-03 23:59:59.999989,3.76095,3.71311,3.82555,3.8221,0.0,,TestStrategy,1080,733469.9999999999,Broker,1080,99570.78215630777,100119.92977933426,BuySell,1080,,,BuySell,1080,,,DataTrades,1080,,
1081,USDDKK,1080,2009-03-04 23:59:59.999989,5.96649,5.88306,5.96672,5.905,0.0,,USDPLN,1081,2009-03-04 23:59:59.999989,3.82216,3.68125,3.83247,3.70313,0.0,,TestStrategy,1081,733470.9999999999,Broker,1081,99570.78215630777,100160.22806549037,BuySell,1081,,,BuySell,1081,,,DataTrades,1081,,
1082,USDDKK,1081,2009-03-05 23:59:59.999989,5.90496,5.90175,5.96866,5.92325,0.0,,USDPLN,1082,2009-03-05 23:59:59.999989,3.7031,3.67938,3.79154,3.76007,0.0,,TestStrategy,1082,733471.9999999999,Broker,1082,99570.78215630777,100135.80228887705,BuySell,1082,,,BuySell,1082,,,DataTrades,1082,,
1083,USDDKK,1082,2009-03-06 23:59:59.999989,5.92325,5.83987,5.92695,5.8767,0.0,,USDPLN,1083,2009-03-06 23:59:59.999989,3.75992,3.64155,3.76861,3.6817,0.0,,TestStrategy,1083,733472.9999999999,Broker,1083,99570.78215630777,100159.52770430605,BuySell,1083,,,BuySell,1083,,,DataTrades,1083,,
1084,USDDKK,1083,2009-03-09 23:59:59.999989,5.8767,5.87304,5.93088,5.87476,0.0,,USDPLN,1084,2009-03-09 23:59:59.999989,3.6817,3.65091,3.77809,3.7351,0.0,,TestStrategy,1084,733475.9999999999,Broker,1084,99570.78215630777,100127.82405520405,BuySell,1084,,,BuySell,1084,,,DataTrades,1084,,
1085,USDDKK,1084,2009-03-10 23:59:59.999989,5.87471,5.80976,5.90689,5.88016,0.0,,USDPLN,1085,2009-03-10 23:59:59.999989,3.7351,3.62858,3.74632,3.6544,0.0,,TestStrategy,1085,733476.9999999999,Broker,1085,99570.78215630777,100176.87513328112,BuySell,1085,,,BuySell,1085,,,DataTrades,1085,,
1086,USDDKK,1085,2009-03-11 23:59:59.999989,5.88021,5.78743,5.90176,5.80109,0.0,,USDPLN,1086,2009-03-11 23:59:59.999989,3.6544,3.55523,3.69185,3.58118,0.0,,TestStrategy,1086,733477.9999999999,Broker,1086,99570.78215630777,100182.61731368565,BuySell,1086,,,BuySell,1086,,,DataTrades,1086,,
1087,USDDKK,1086,2009-03-12 23:59:59.999989,5.80113,5.75772,5.85366,5.76624,0.0,,USDPLN,1087,2009-03-12 23:59:59.999989,3.5813,3.46057,3.64137,3.4631,0.0,,TestStrategy,1087,733478.9999999999,Broker,1087,99570.78215630777,100234.65365675357,BuySell,1087,,,BuySell,1087,,,DataTrades,1087,,
1088,USDDKK,1087,2009-03-13 23:59:59.999989,5.76647,5.75147,5.80425,5.7799,0.0,,USDPLN,1088,2009-03-13 23:59:59.999989,3.46323,3.43578,3.51674,3.45402,0.0,,TestStrategy,1088,733479.9999999999,Broker,1088,99570.78215630777,100246.19798337763,BuySell,1088,,,BuySell,1088,,,DataTrades,1088,,
1089,USDDKK,1088,2009-03-16 23:59:59.999989,5.7799,5.70295,5.78435,5.73185,0.0,,USDPLN,1089,2009-03-16 23:59:59.999989,3.45388,3.38322,3.47179,3.41914,0.0,,TestStrategy,1089,733482.9999999999,Broker,1089,99570.78215630777,100244.14024741914,BuySell,1089,,,BuySell,1089,,,DataTrades,1089,,
1090,USDDKK,1089,2009-03-17 23:59:59.999989,5.73185,5.7072,5.7629,5.7122,0.0,,USDPLN,1090,2009-03-17 23:59:59.999989,3.41927,3.40347,3.51152,3.43991,0.0,,TestStrategy,1090,733483.9999999999,Broker,1090,99570.78215630777,100223.08646825433,BuySell,1090,,,BuySell,1090,,,DataTrades,1090,,
1091,USDDKK,1090,2009-03-18 23:59:59.999989,5.7122,5.50385,5.73725,5.53725,0.0,,USDPLN,1091,2009-03-18 23:59:59.999989,3.43988,3.31672,3.50209,3.33112,0.0,,TestStrategy,1091,733484.9999999999,Broker,1091,99570.78215630777,100205.08947526032,BuySell,1091,,,BuySell,1091,,,DataTrades,1091,,
1092,USDDKK,1091,2009-03-19 23:59:59.999989,5.53725,5.42252,5.5521,5.4536,0.0,,USDPLN,1092,2009-03-19 23:59:59.999989,3.33149,3.30613,3.38914,3.37942,0.0,,TestStrategy,1092,733485.9999999999,Broker,1092,99570.78215630777,100138.60880083698,BuySell,1092,,,BuySell,1092,,,DataTrades,1092,,
1093,USDDKK,1092,2009-03-20 23:59:59.999989,5.4536,5.4264,5.51056,5.44684,0.0,,USDPLN,1093,2009-03-20 23:59:59.999989,3.37955,3.32013,3.41853,3.32486,0.0,,TestStrategy,1093,733486.9999999999,Broker,1093,99570.78215630777,100166.96555275112,BuySell,1093,,,BuySell,1093,,,DataTrades,1093,,
1094,USDDKK,1093,2009-03-23 23:59:59.999989,5.44664,5.41907,5.52414,5.45485,0.0,,USDPLN,1094,2009-03-23 23:59:59.999989,3.32483,3.30445,3.38341,3.31655,0.0,,TestStrategy,1094,733489.9999999999,Broker,1094,99570.78215630777,100175.45746201529,BuySell,1094,,,BuySell,1094,,,DataTrades,1094,,
1095,USDDKK,1094,2009-03-24 23:59:59.999989,5.45485,5.44485,5.54448,5.52245,0.0,,USDPLN,1095,2009-03-24 23:59:59.999989,3.31655,3.2891,3.37761,3.35365,0.0,,TestStrategy,1095,733490.9999999999,Broker,1095,99570.78215630777,100185.25917897762,BuySell,1095,,,BuySell,1095,,,DataTrades,1095,,
1096,USDDKK,1095,2009-03-25 23:59:59.999989,5.52245,5.45458,5.55008,5.4866,0.0,,USDPLN,1096,2009-03-25 23:59:59.999989,3.35365,3.3297,3.41371,3.36595,0.0,,TestStrategy,1096,733491.9999999999,Broker,1096,99570.78215630777,100161.61367883718,BuySell,1096,,,BuySell,1096,,,DataTrades,1096,,
1097,USDDKK,1096,2009-03-26 23:59:59.999989,5.48655,5.45937,5.51875,5.48805,0.0,,USDPLN,1097,2009-03-26 23:59:59.999989,3.36595,3.33749,3.37607,3.35315,0.0,,TestStrategy,1097,733492.9999999999,Broker,1097,99570.78215630777,100169.6677472956,BuySell,1097,,,BuySell,1097,,,DataTrades,1097,,
1098,USDDKK,1097,2009-03-27 23:59:59.999989,5.48805,5.4784,5.6329,5.6125,0.0,,USDPLN,1098,2009-03-27 23:59:59.999989,3.35315,3.35,3.51856,3.4992,0.0,,TestStrategy,1098,733493.9999999999,Broker,1098,99570.78215630777,100142.85624612117,BuySell,1098,,,BuySell,1098,,,DataTrades,1098,,
1099,USDDKK,1098,2009-03-30 23:59:59.999989,5.61225,5.60835,5.679,5.61595,0.0,,USDPLN,1099,2009-03-30 23:59:59.999989,3.49907,3.49875,3.61035,3.55715,0.0,,TestStrategy,1099,733496.9999999999,Broker,1099,99570.78215630777,100111.01572083762,BuySell,1099,,,BuySell,1099,,,DataTrades,1099,,
1100,USDDKK,1099,2009-03-31 23:59:59.999989,5.61595,5.5809,5.65308,5.6361,0.0,,USDPLN,1100,2009-03-31 23:59:59.999989,3.55715,3.46738,3.57041,3.52835,0.0,,TestStrategy,1100,733497.9999999999,Broker,1100,99570.78215630777,100136.93306558755,BuySell,1100,,,BuySell,1100,,,DataTrades,1100,,
1101,USDDKK,1100,2009-04-01 23:59:59.999989,5.6361,5.6005,5.6539,5.6095,0.0,,USDPLN,1101,2009-04-01 23:59:59.999989,3.52835,3.37909,3.5351,3.38835,0.0,,TestStrategy,1101,733498.9999999999,Broker,1101,99570.78215630777,100205.42413406076,BuySell,1101,,,BuySell,1101,,,DataTrades,1101,,
1102,USDDKK,1101,2009-04-02 23:59:59.999989,5.6095,5.509,5.62075,5.54075,0.0,,USDPLN,1102,2009-04-02 23:59:59.999989,3.38823,3.25516,3.40062,3.26305,0.0,,TestStrategy,1102,733499.9999999999,Broker,1102,99570.78215630777,100245.97683187881,BuySell,1102,,,BuySell,1102,,,DataTrades,1102,,
1103,USDDKK,1102,2009-04-03 23:59:59.999989,5.54075,5.47865,5.57255,5.48308,0.0,,USDPLN,1103,2009-04-03 23:59:59.999989,3.26305,3.2454,3.35066,3.25614,0.0,,TestStrategy,1103,733500.9999999999,Broker,1103,99570.78215630777,100223.34151394483,BuySell,1103,,,BuySell,1103,,,DataTrades,1103,,
1104,USDDKK,1103,2009-04-06 23:59:59.999989,5.48312,5.48044,5.58875,5.5716,0.0,,USDPLN,1104,2009-04-06 23:59:59.999989,3.25617,3.24624,3.35056,3.32715,0.0,,TestStrategy,1104,733503.9999999999,Broker,1104,99570.78215630777,100223.23670570727,BuySell,1104,,,BuySell,1104,,,DataTrades,1104,,
1105,USDDKK,1104,2009-04-07 23:59:59.999989,5.5716,5.55681,5.65271,5.6429,0.0,,USDPLN,1105,2009-04-07 23:59:59.999989,3.32692,3.31902,3.40971,3.40415,0.0,,TestStrategy,1105,733504.9999999999,Broker,1105,99570.78215630777,100211.72690186735,BuySell,1105,,,BuySell,1105,,,DataTrades,1105,,
1106,USDDKK,1105,2009-04-08 23:59:59.999989,5.6429,5.59658,5.66501,5.61583,0.0,,USDPLN,1106,2009-04-08 23:59:59.999989,3.40402,3.32602,3.43449,3.33959,0.0,,TestStrategy,1106,733505.9999999999,Broker,1106,99570.78215630777,100236.47735830961,BuySell,1106,,,BuySell,1106,,,DataTrades,1106,,
1107,USDDKK,1106,2009-04-09 23:59:59.999989,5.61625,5.5854,5.69055,5.67005,0.0,,USDPLN,1107,2009-04-09 23:59:59.999989,3.33951,3.27362,3.36239,3.28595,0.0,,TestStrategy,1107,733506.9999999999,Broker,1107,99570.78215630777,100292.4532212201,BuySell,1107,,,BuySell,1107,,,DataTrades,1107,,
1108,USDDKK,1107,2009-04-10 23:59:59.999989,5.67005,5.64204,5.68325,5.65312,0.0,,USDPLN,1108,2009-04-10 23:59:59.999989,3.28607,3.27994,3.33725,3.29715,0.0,,TestStrategy,1108,733507.9999999999,Broker,1108,99570.78215630777,100278.17628815008,BuySell,1108,,,BuySell,1108,,,DataTrades,1108,,
1109,USDDKK,1108,2009-04-13 23:59:59.999989,5.6529,5.56058,5.65333,5.58745,0.0,,USDPLN,1109,2009-04-13 23:59:59.999989,3.297,3.23257,3.2996,3.24974,0.0,,TestStrategy,1109,733510.9999999999,Broker,1109,99570.78215630777,100275.21366228309,BuySell,1109,,,BuySell,1109,,,DataTrades,1109,,
1110,USDDKK,1109,2009-04-14 23:59:59.999989,5.58745,5.57095,5.63209,5.62155,0.0,,USDPLN,1110,2009-04-14 23:59:59.999989,3.2495,3.18126,3.30756,3.21815,0.0,,TestStrategy,1110,733511.9999999999,Broker,1110,99570.78215630777,100309.18031108621,BuySell,1110,,,BuySell,1110,,,DataTrades,1110,,
1111,USDDKK,1110,2009-04-15 23:59:59.999989,5.62155,5.60159,5.66554,5.6348,0.0,,USDPLN,1111,2009-04-15 23:59:59.999989,3.2181,3.18469,3.26476,3.22964,0.0,,TestStrategy,1111,733512.9999999999,Broker,1111,99570.78215630777,100308.66790800203,BuySell,1111,,,BuySell,1111,,,DataTrades,1111,,
1112,USDDKK,1111,2009-04-16 23:59:59.999989,5.6348,5.62853,5.684,5.67684,0.0,,USDPLN,1112,2009-04-16 23:59:59.999989,3.22951,3.22465,3.27419,3.26658,0.0,,TestStrategy,1112,733513.9999999999,Broker,1112,99570.78215630777,100306.76280109199,BuySell,1112,,,BuySell,1112,,,DataTrades,1112,,
1113,USDDKK,1112,2009-04-17 23:59:59.999989,5.67645,5.67493,5.74423,5.72825,0.0,,USDPLN,1113,2009-04-17 23:59:59.999989,3.26635,3.24264,3.30968,3.2908,0.0,,TestStrategy,1113,733514.9999999999,Broker,1113,99570.78215630777,100316.52167749933,BuySell,1113,,,BuySell,1113,,,DataTrades,1113,,
1114,USDDKK,1113,2009-04-20 23:59:59.999989,5.72825,5.72146,5.77943,5.75652,0.0,,USDPLN,1114,2009-04-20 23:59:59.999989,3.2908,3.2871,3.4215,3.4096,0.0,,TestStrategy,1114,733517.9999999999,Broker,1114,99570.78215630777,100261.03245243497,BuySell,1114,,,BuySell,1114,,,DataTrades,1114,,
1115,USDDKK,1114,2009-04-21 23:59:59.999989,5.75696,5.73157,5.77458,5.76188,0.0,,USDPLN,1115,2009-04-21 23:59:59.999989,3.4089,3.3637,3.45515,3.38905,0.0,,TestStrategy,1115,733518.9999999999,Broker,1115,99570.78215630777,100275.3626868496,BuySell,1115,,,BuySell,1115,,,DataTrades,1115,,
1116,USDDKK,1115,2009-04-22 23:59:59.999989,5.7619,5.71214,5.7801,5.72975,0.0,,USDPLN,1116,2009-04-22 23:59:59.999989,3.38905,3.3709,3.42855,3.38725,0.0,,TestStrategy,1116,733519.9999999999,Broker,1116,99570.78215630777,100261.5691535666,BuySell,1116,,,BuySell,1116,,,DataTrades,1116,,
